City,Weather,Temperature (C),Feels Like (C),Minimun Temperature (C),Maximun Temperature (C),Pressure,Humidity,Sea Level,Speed,Visibility,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Imbituba,scattered clouds,19.28,19.64,19.28,19.28,1015,91,1015,2.07,10000,2023-06-24 19:05:40,2023-06-24 07:06:34,2023-06-24 17:27:24
